id,dataset,text,oracle
2114,OrtuJIRA_test_3,of course it could be built on the fly...,0
2115,OrtuJIRA_test_3,Of course this only applies if someone where to finish 831 and it where accepted...,0
2116,OrtuJIRA_test_3,Of course if you're writing your own serializer it's your responsiblity to deal  with this appropriately.,0
2117,OrtuJIRA_test_3,After a while that .api package will get pretty crowded too.,0
2118,OrtuJIRA_test_3,I will post a new patch pretty soon.,0
2119,OrtuJIRA_test_3,Framework translations in rev 701679.,0
2120,OrtuJIRA_test_3,How about a slightly different take?,0
2121,OrtuJIRA_test_3,Damn copy/paste programming.,0
2122,OrtuJIRA_test_3,Pretty impressive.,0
2123,OrtuJIRA_test_3,If so that's a pretty bad admin experience.,0
2124,OrtuJIRA_test_3,It seems pretty reliable.,0
2125,OrtuJIRA_test_3,I think the ability to hotswap a valve or even an entire pipeline real-time is pretty damn kewl!,0
2126,OrtuJIRA_test_3,Well your static analysis seems pretty persuasive to me.,0
2127,OrtuJIRA_test_3,What mocking framework should be used for the webui?,0
2128,OrtuJIRA_test_3,The framework is incomplete without it.,0
2129,OrtuJIRA_test_3,In revision 1064741 the framework is functional and activated for the enhancer.,0
2130,OrtuJIRA_test_3,At least it was intuitive for me and I am pretty new to all this.,0
2131,OrtuJIRA_test_3,Is there a way to stop the hbase with the regionserver dead?,0
2132,OrtuJIRA_test_3,If I am not wrong the follower that is stuck never accepts the leadership of the Leader in the ensemble because it is an established ensemble and it sees no quorum in it.,0
2133,OrtuJIRA_test_3,The 0.95 branch is dead and defunct.,0
2134,OrtuJIRA_test_3,I'm assuming it's bytes since the variables are named 'buf' as opposed to the 'str' names used in the protocol APIs but want to double-check.,0
2135,OrtuJIRA_test_3,But I didn't get any memory errors.,0
2136,OrtuJIRA_test_3,It was confusing for me too.,0
2137,OrtuJIRA_test_3,Hmmm... confusing.,0
2138,OrtuJIRA_test_3,Doing things based on an organizationPartyId associated with the user is BAD BAD BAD and basically kills the multi-organization support in OFBiz.,0
2139,OrtuJIRA_test_3,I deleted the original attached files because they contain company informations that I'm not allowed to disclose.,0
2140,OrtuJIRA_test_3,So I'm totally +1 for the HBASE-8723 patch.,0
2141,OrtuJIRA_test_3,The verification of state over in timeout monitor before acting is another aspect?,0
2142,OrtuJIRA_test_3,The number of failed tests is pretty high compared to last time's performance (67 bad vs 3 last time).,0
2143,OrtuJIRA_test_3,Too late I'm away to bed and have lost concentration.,0
2144,OrtuJIRA_test_3,Converting to a double[ ] is where the precision is lost.,0
2145,OrtuJIRA_test_3,"And PayloadTermQuery lost an ""if (includeSpanScore)""?",0
2146,OrtuJIRA_test_3,I'll have to bisect the revision since when it is broken and this could take some time.,0
2147,OrtuJIRA_test_3,The CDE is using the base UIMA framework to get the metadata.,0
2148,OrtuJIRA_test_3,However I'd be interested if later this functionality can also be used by ServiceMix i.e.,0
2149,OrtuJIRA_test_3,It's named .gitignore which may be confusing.,0
2150,OrtuJIRA_test_3,The original replica of RUR may in finalized state.,0
2151,OrtuJIRA_test_3,I just noticed that!),0
2152,OrtuJIRA_test_3,volatile prevents the variables from being cached in the registers and creates a memory barrier so that's not that surprising to see an impact on the performances.,0
2153,OrtuJIRA_test_3,The Felix framework does not support exporting/importing the default package.,0
2154,OrtuJIRA_test_3,Yep my bad too - I didn't look and was just guessing at what the problem was.,0
2155,OrtuJIRA_test_3,"- the computedHashCode() didn't use the a single ""qualifier"" now it does.",0
2156,OrtuJIRA_test_3,"Even during the full-blown ""validation"" of the descriptors (done just before ""saving"") the CDE is invoking the base UIMA framework in  special mode to prevent instantiation.",0
2157,OrtuJIRA_test_3,Move startTime from DecommingStatus to DatanodeDescriptor so startTime could be used to represent either decommissioning or dead start time 2.,0
2158,OrtuJIRA_test_3,once this error occurs the route cannot be used any more.,0
2159,OrtuJIRA_test_3,However controller passing live brokers minus shutting down brokers as live leaders in the LeaderAndIsrRequest sounds like a premature optimization and a bug.,0
2160,OrtuJIRA_test_3,The memory stream transformation core-dump was the same case (rb_tree - erase).,0
2161,OrtuJIRA_test_3,However the statement still performs a full scan of SUMMA_RECORDS which sounds sub-optimal.,0
2162,OrtuJIRA_test_3,> Actually I just noticed something when trying to commit.,0
2163,OrtuJIRA_test_3,Wicket 6 now features an experimental module that integrates the Atmosphere framework (wicket-atmosphere).,0
2164,OrtuJIRA_test_3,Then the algorithm gets lost as it did not expect this discontinuity.,0
2165,OrtuJIRA_test_3,A single table could be made up of many thousands even hundreds of thousands of regions?,0
2166,OrtuJIRA_test_3,bq.In order to maintain different states at which we are in while creating table should we go for a special node under the table znode or can we add new states to the existing table states like (DISABLING ENABLING DISABLED etc) IMO go with separate node.,0
2167,OrtuJIRA_test_3,Some further bug tracing shows that pdfbox' RandomAccessBuffer is responsible for the Out of Memory error.,0
2168,OrtuJIRA_test_3,#2 wontbe so bad... filters are pretty deep and will be just as efficient as hacking scan query Matcher I think.,0
2169,OrtuJIRA_test_3,Maybe you want to do shuffle in this way: Firstly copying remote map outputs and store the shuffled segments into memory as usual.,0
2170,OrtuJIRA_test_3,The outer read can continue for a much longer period of time.,0
2171,OrtuJIRA_test_3,The fix is only disabled on releases prior to 10.8.2 on the assumption that the fix gets into the upcoming 10.8.2 release.,0
2172,OrtuJIRA_test_3,Note that I wouldn't be totally opposed on adding additional support for the dot notation on inserts (provided all fields are indeed given) for symmetry/convenience.,0
2173,OrtuJIRA_test_3,I don't know that there's an alternative that would be less invasive than reverse logical time.,0
2174,OrtuJIRA_test_3,I don't quite see why the attached implementation would do more heap operations but I agree that it could be slower due to lengthier/more complex loops a few more if statements etc.,0
2175,OrtuJIRA_test_3,So what this patch does is totally revamps the makefiles for erlang.,0
2176,OrtuJIRA_test_3,"If I get to this first I will make the ""frameworks"" fix as well.",0
2177,OrtuJIRA_test_3,Show time since declared as dead on the deadnode web UI.,0
2178,OrtuJIRA_test_3,just after the event) is the opposite of the sign just before the event.,0
2179,OrtuJIRA_test_3,The times will be grep'ed and used for inspection in Excel.,0
2180,OrtuJIRA_test_3,Unfortunately the xml parser in use is event based in the wrong direction(push instead of pull) so the bulk of the change is flipping that around.,0
2181,OrtuJIRA_test_3,2) The ZKVersion used in the <topicregion> map is used to guard against the case different hub-server use the map at the same time (or interleaved).,0
2182,OrtuJIRA_test_3,html/ext/HtmlInputHiddenTag.java is pretty simple all of the functionality is in its base class.,0
2183,OrtuJIRA_test_3,Do you have a different desired text change or is it dead?,0
2184,OrtuJIRA_test_3,gcc 4.3.1 is out since June 2008 so the workaround is no longer needed.,0
2185,OrtuJIRA_test_3,The KahaDBStore.getDestinations() method looks as though it would be pretty heavy performance wise.,0
2186,OrtuJIRA_test_3,Tag is documented and demo'd but does need a Facelets tag.,0
2187,OrtuJIRA_test_3,I would rather state that most Java libraries *do* care about Maven.,0
2188,OrtuJIRA_test_3,Shouldn't it have looked at fstime across the directories seen dir2's higher fstime and used that one?,0
2189,OrtuJIRA_test_3,> The modified test (below) gets stuck in an infinite loop  Your test is buggy.,0
2190,OrtuJIRA_test_3,I have tried using Snappy{Input/Output}Stream and they don't work (it just throws EOFException in the middle of the transfer) and causes stream to retry.,0
2191,OrtuJIRA_test_3,this is IMO a regression since i am pretty sure it used to throw an InvalidItemStateException in the past.,0
2192,OrtuJIRA_test_3,I'll take a look at where the framework should call it.,0
2193,OrtuJIRA_test_3,"Similarly one can use the overview of FD:OCA below and the introductory section of its respective volume and only ** refer to the details of the FD:OCA constructs as needed during implementation.""",0
2194,OrtuJIRA_test_3,Didn't see the selector the first time round.,0
2195,OrtuJIRA_test_3,This is pretty interesting.,0
2196,OrtuJIRA_test_3,Doh!,0
2197,OrtuJIRA_test_3,We do not use a framework.,0
2198,OrtuJIRA_test_3,doh fixed braces,0
2199,OrtuJIRA_test_3,I will appreciate if anyone knows of a way of doing that in junit framework.,0
2200,OrtuJIRA_test_3,If you are stuck with solr 4.0 alpha here's a patch which may work.,0
2201,OrtuJIRA_test_3,This patch also adds the new resource emulation framework to GridMix.,0
2202,OrtuJIRA_test_3,We need verify all the links and buttons in console to ensure the fix.,0
2203,OrtuJIRA_test_3,avro-mapred -- we might end up with avro-mapreduce as well for the newer api so I stuck with the package name of the hadoop api.,0
2204,OrtuJIRA_test_3,Sounds reasonable.,0
2205,OrtuJIRA_test_3,This sounds reasonable to me.,0
2206,OrtuJIRA_test_3,Content-wise the only part that stuck out to me was the inclusion of the many exceptions that users  will never see.,0
2207,OrtuJIRA_test_3,It's unfortunate that there's a lot of code duplication but it might be best that way.,0
2208,OrtuJIRA_test_3,Sounds reasonable to me given it's a standalone (debug) utility.,0
2209,OrtuJIRA_test_3,It is a little weird since the multi-core aspect would only be usable programatically but that will make it possible to easily bat around a 'core manager' and http design.,0
2210,OrtuJIRA_test_3,Can't be avoided though given what is going on here.,0
2211,OrtuJIRA_test_3,Pretty much the same stack trace.,0
2212,OrtuJIRA_test_3,I don't want to pull the whole patch though.,0
2213,OrtuJIRA_test_3,"However the NPE in the framework is still an issue even if it happens when there is a ""user error"".",0
2214,OrtuJIRA_test_3,Moreover there must be something going wrong in relation to the SPO index an exception is thrown:  ERROR **** Not the root: 11264 com.hp.hpl.jena.tdb.index.bplustree.BPTreeException,0
2215,OrtuJIRA_test_3,Back-compat Lucene-style and agile design aren't something that marries well.,0
2216,OrtuJIRA_test_3,We are currently stuck with this issue?,0
2217,OrtuJIRA_test_3,Specifically the existing framework only lets us plug-in custom compress/decompress 'streams' (e.g.,0
2218,OrtuJIRA_test_3,If you really don't want such a link you could always hide it with CSS.,0
2219,OrtuJIRA_test_3,DROP INDEX <INDEX_NAME>  making this the only option right now would suck because we don't auto-generate an index name when none is provided.,0
2220,OrtuJIRA_test_3,There are just too many checks there that Click is not using and we can't just use them all (many don't make sense to Click at all) :).,0
2221,OrtuJIRA_test_3,I'm not against fixing the CS I just want to ensure we do the 'right' fix.,0
2222,OrtuJIRA_test_3,That's why I'm going to use easymock as SMSC simulator.,0
2223,OrtuJIRA_test_3,Downgrading this as it is probably user error (rather than an explicit bug in the framework).,0
2224,OrtuJIRA_test_3,This was fixed Cassandra-side for 2.0 in CASSANDRA-5702 but the fix was pretty heavyweight and backporting to 1.2.x is not an option.,0
2225,OrtuJIRA_test_3,#1?,0
2226,OrtuJIRA_test_3,Nothing stops a slightly evil user to use a NoLock to wreak havoc in the index.,0
2227,OrtuJIRA_test_3,I pretty much have this working.,0
2228,OrtuJIRA_test_3,Please use git diff to generate patch because I can't easily apply git patch on a svn tree.,0
2229,OrtuJIRA_test_3,Does that sound like a reasonable plan going forward?,0
2230,OrtuJIRA_test_3,I won't intrude on the design discussion sounds good.,0
2231,OrtuJIRA_test_3,It can't have been this way always?,0
2232,OrtuJIRA_test_3,Fixed using the new injection framework and xwork configuration design.,0
2233,OrtuJIRA_test_3,Patrick  I can't manage to reproduce this error.,0
2234,OrtuJIRA_test_3,Otherwise we would be storing the bytes-per-checksum field but not actually using it which would be really confusing.,0
2235,OrtuJIRA_test_3,if it gets started at all.,0
2236,OrtuJIRA_test_3,[~jbellis] The weird thing is that although *newSSTables.size() != newSSTablesSize* the assertion doesn't actually cause an error so no stack trace but swapping the assertion (as shown below) yields the stack trace below.,0
2237,OrtuJIRA_test_3,J-D gave my patch a review and said fine except for some line-lengths which I've fixed.,0
2238,OrtuJIRA_test_3,To be quite blunt guys your log4net logger methods smell bad.,0
2239,OrtuJIRA_test_3,We've been passing builds pretty regular now so if this a problem it should start showing prominently.,0
2240,OrtuJIRA_test_3,You just need to remember to put the expected first in the assertion or it gets confusing,0
2241,OrtuJIRA_test_3,That can't be expressed with a static suffix but it's easily expressed with a regex.,0
2242,OrtuJIRA_test_3,I'm not sure this can't be achieved without messing with IR/W guts so much.,0
2243,OrtuJIRA_test_3,2.8.0 is no longer supported so even if there is a bug it won't be fixed in 2.x.y release series.,0
2244,OrtuJIRA_test_3,In TestCliDriver create_view.q and udaf_percentile_approx.q are two weird queries.,0
2245,OrtuJIRA_test_3,By passing in the section name {{null}} the content of the global section can be retrieved.,0
2246,OrtuJIRA_test_3,I would have checked it in directly but there were some aspects  that I didn't care for but couldn't seem to get around.,0
2247,OrtuJIRA_test_3,Submit a patch and I'll play with it.,0
2248,OrtuJIRA_test_3,Please play around with it.,0
2249,OrtuJIRA_test_3,But I'd have to play with it some to see for certain.,0
2250,OrtuJIRA_test_3,"This is to say that we've a pretty good coverage of IDC ""keyref"" use cases.",0
2251,OrtuJIRA_test_3,After moving it to a local disk I can't reproduce it anymore.,0
2252,OrtuJIRA_test_3,click the subversion commits tab.,0
2253,OrtuJIRA_test_3,I just realized I never really explained the original problem that led me to making these fixes.,0
2254,OrtuJIRA_test_3,So this is by design.,0
2255,OrtuJIRA_test_3,We can borrow some design techniques etc.,0
2256,OrtuJIRA_test_3,+1 For this new design.,0
2257,OrtuJIRA_test_3,I don't know what Lucene's position is on Maven but am interested pursuing whatever makes sense.,0
2258,OrtuJIRA_test_3,Marcus that sounds sensible.,0
2259,OrtuJIRA_test_3,I think MINA is more of a 'server framework' rather than an 'NIO framework'.. it is so close to being both.,0
2260,OrtuJIRA_test_3,Perhaps this should be item #0 decide whether we want to work with Maven or Gradle.,0
2261,OrtuJIRA_test_3,All other log frameworks do this),0
2262,OrtuJIRA_test_3,Is there a way to fetch a pull request?,0
2263,OrtuJIRA_test_3,Please pull it up to the release branch.Thank you!,0
