ID,Polarity,Text
2181,0,2) The ZKVersion used in the <topicregion> map is used to guard against the case different hub-server use the map at the same time (or interleaved).
2182,0,html/ext/HtmlInputHiddenTag.java is pretty simple all of the functionality is in its base class.
2183,0,Do you have a different desired text change or is it dead?
2184,0,gcc 4.3.1 is out since June 2008 so the workaround is no longer needed.
2185,0,The KahaDBStore.getDestinations() method looks as though it would be pretty heavy performance wise.
2186,0,Tag is documented and demo'd but does need a Facelets tag.
2187,0,I would rather state that most Java libraries *do* care about Maven.
2188,0,Shouldn't it have looked at fstime across the directories seen dir2's higher fstime and used that one?
2189,0,> The modified test (below) gets stuck in an infinite loop  Your test is buggy.
2190,0,I have tried using Snappy{Input/Output}Stream and they don't work (it just throws EOFException in the middle of the transfer) and causes stream to retry.
2191,0,this is IMO a regression since i am pretty sure it used to throw an InvalidItemStateException in the past.
2192,0,I'll take a look at where the framework should call it.
2193,0,"Similarly one can use the overview of FD:OCA below and the introductory section of its respective volume and only ** refer to the details of the FD:OCA constructs as needed during implementation."""
2194,0,Didn't see the selector the first time round.
2195,0,This is pretty interesting.
2196,0,Doh!
2197,0,We do not use a framework.
2198,0,doh fixed braces
2199,0,I will appreciate if anyone knows of a way of doing that in junit framework.
2200,0,If you are stuck with solr 4.0 alpha here's a patch which may work.
2201,0,This patch also adds the new resource emulation framework to GridMix.
2202,0,We need verify all the links and buttons in console to ensure the fix.
2203,0,avro-mapred -- we might end up with avro-mapreduce as well for the newer api so I stuck with the package name of the hadoop api.
2204,0,Sounds reasonable.
2205,0,This sounds reasonable to me.
2206,0,Content-wise the only part that stuck out to me was the inclusion of the many exceptions that users  will never see.
2207,0,It's unfortunate that there's a lot of code duplication but it might be best that way.
2208,0,Sounds reasonable to me given it's a standalone (debug) utility.
2209,0,It is a little weird since the multi-core aspect would only be usable programatically but that will make it possible to easily bat around a 'core manager' and http design.
2210,0,Can't be avoided though given what is going on here.
2211,0,Pretty much the same stack trace.
2212,0,I don't want to pull the whole patch though.
2213,0,"However the NPE in the framework is still an issue even if it happens when there is a ""user error""."
2214,0,Moreover there must be something going wrong in relation to the SPO index an exception is thrown:  ERROR **** Not the root: 11264 com.hp.hpl.jena.tdb.index.bplustree.BPTreeException
2215,0,Back-compat Lucene-style and agile design aren't something that marries well.
2216,0,We are currently stuck with this issue?
2217,0,Specifically the existing framework only lets us plug-in custom compress/decompress 'streams' (e.g.
2218,0,If you really don't want such a link you could always hide it with CSS.
2219,0,DROP INDEX <INDEX_NAME>  making this the only option right now would suck because we don't auto-generate an index name when none is provided.
2220,0,There are just too many checks there that Click is not using and we can't just use them all (many don't make sense to Click at all) :).
2221,0,I'm not against fixing the CS I just want to ensure we do the 'right' fix.
2222,0,That's why I'm going to use easymock as SMSC simulator.
2223,0,Downgrading this as it is probably user error (rather than an explicit bug in the framework).
2224,0,This was fixed Cassandra-side for 2.0 in CASSANDRA-5702 but the fix was pretty heavyweight and backporting to 1.2.x is not an option.
2225,0,#1?
2226,0,Nothing stops a slightly evil user to use a NoLock to wreak havoc in the index.
2227,0,I pretty much have this working.
2228,0,Please use git diff to generate patch because I can't easily apply git patch on a svn tree.
2229,0,Does that sound like a reasonable plan going forward?
2230,0,I won't intrude on the design discussion sounds good.
2231,0,It can't have been this way always?
2232,0,Fixed using the new injection framework and xwork configuration design.
2233,0,Patrick  I can't manage to reproduce this error.
2234,0,Otherwise we would be storing the bytes-per-checksum field but not actually using it which would be really confusing.
2235,0,if it gets started at all.
2236,0,[~jbellis] The weird thing is that although *newSSTables.size() != newSSTablesSize* the assertion doesn't actually cause an error so no stack trace but swapping the assertion (as shown below) yields the stack trace below.
2237,0,J-D gave my patch a review and said fine except for some line-lengths which I've fixed.
2238,0,To be quite blunt guys your log4net logger methods smell bad.
2239,0,We've been passing builds pretty regular now so if this a problem it should start showing prominently.
2240,0,You just need to remember to put the expected first in the assertion or it gets confusing
2241,0,That can't be expressed with a static suffix but it's easily expressed with a regex.
2242,0,I'm not sure this can't be achieved without messing with IR/W guts so much.
2243,0,2.8.0 is no longer supported so even if there is a bug it won't be fixed in 2.x.y release series.
2244,0,In TestCliDriver create_view.q and udaf_percentile_approx.q are two weird queries.
2245,0,By passing in the section name {{null}} the content of the global section can be retrieved.
2246,0,I would have checked it in directly but there were some aspects  that I didn't care for but couldn't seem to get around.
2247,0,Submit a patch and I'll play with it.
2248,0,Please play around with it.
2249,0,But I'd have to play with it some to see for certain.
2250,0,"This is to say that we've a pretty good coverage of IDC ""keyref"" use cases."
2251,0,After moving it to a local disk I can't reproduce it anymore.
2252,0,click the subversion commits tab.
2253,0,I just realized I never really explained the original problem that led me to making these fixes.
2254,0,So this is by design.
2255,0,We can borrow some design techniques etc.
2256,0,+1 For this new design.
2257,0,I don't know what Lucene's position is on Maven but am interested pursuing whatever makes sense.
2258,0,Marcus that sounds sensible.
2259,0,I think MINA is more of a 'server framework' rather than an 'NIO framework'.. it is so close to being both.
2260,0,Perhaps this should be item #0 decide whether we want to work with Maven or Gradle.
2261,0,All other log frameworks do this)
2262,0,Is there a way to fetch a pull request?
2263,0,Please pull it up to the release branch.Thank you!
2264,0,Will pull that into the 2.0.4-alpha branch.
2265,0,Maybe something silly is going one.
2266,0,For the first part I got stuck on two points.
2267,0,You really shouldn't call one without the other.
2268,0,filtering hooked up through Solr already and it would be dead simple to bring in here too but it would fit nicely in this framework.
2269,0,Every framework will benefit from that!
2270,0,* Framework for JMS db access can be reused.
2271,0,:org.osgi.compendium-1.0.1artifact and felix-1.0.4 framework
2272,0,CFS.gRS is a pretty thin layer over RowIterator.
2273,0,this pretty much explains the three imports.
2274,0,It is pretty close to what you are proposing.
2275,0,Oh and not to forget.
2276,0,Jerermy is the sole subscriber/moderator and can take care of adding other subs.
2277,0,Pretty much every deserialization error shows up as an IOException.
2278,0,Are you planning on doing this (or already have done this) or would you like me to do it?
2279,0,Doug you defined: +public interface NamenodeProtocols +  extends ClientProtocol +          DatanodeProtocol +          NamenodeProtocol +          RefreshAuthorizationPolicyProtocol +          RefreshUserToGroupMappingsProtocol { ...}  Will this prevent us from putting the DatanodeProtocol in a different port?
2280,0,But would there be other cases that the writer stuck for different reasons?
2281,0,However given the factored out code is pretty trivial I decided to duplicate it in favour of not adding another set of classes along with the additional complexity introduced (e.g.
2282,0,There is a single directory ~apbackup/remotelybackedup and anything symlinked to there gets backed up as documented in the README.
2283,0,Jeremy are you still planning to take a stab at this?
2284,0,Nothing gets broken but we have one more step towards framework independence.
2285,0,We won't find the same group in a different segment.
2286,0,Will commit in a few days (to the heavy committing branch) if no one objects.
2287,0,This patch takes care of the nocommits in the previous patch.
2288,0,I'll take care of this.
2289,0,is anybody taking care of this?
2290,0,There's a TODO which I'll take care of before merging to 4x (there are other renames too).
2291,0,That would take care of most cases.
2292,0,Yet now one must care for the relative ordering in between both icons too.
2293,0,And it also will add a lot of complexity to the framework development/maintenance.
2294,0,Adding a different patch.
2295,0,However if the implementation of next is not capable of handling bad records then it is most likely going to throw an exception and the proposal in this jira for handling bad input starts with that assumption.
2296,0,I imagine that if 7-Zip can do this decryption then the encryption mechanism I seek is not forbidden by licensing restrictions.
2297,0,Also I won't give you a patch next time but just the whole new TestTransSystem.
2298,0,That said I had to do something similar in configurators and I did this by adding wrappers to the getInitParameter.
2299,0,Therefore it can no longer be used.
2300,0,We have different disk sizes on our DNs.
2301,0,I don't have a problem with a non-component directory in the framework.
2302,0,Patch that changes progress computation to use position in input stream.
